codigo,cpf,nome,nascimento,Descricao,estado-civil,cep,bairro,cidade,uf,fone,celular,email,data-pri,data-ult,limite,sexo,Nro-Compras,Idade
104426,21331758300,HENRIQUE RIBEIRO SARAIVA CAVALCANTI,2066-07-31,CLIENTE SPC - ARQUIVO,CASADO,34535200,ROCA GRANDE,SABARA,MG,,38998859888,henrique_104426@sgasoft.com.br,2005-09-06,2024-06-19,300.0,Masculino,29,58
104433,61320893490,PATRICIA MIRANDA LISBOA MENDES,2061-11-28,CLIENTE ATIVO,,34515170,SIDERURGICA,SABARA,MG,96868893,,patricia_104433@sgasoft.com.br,2005-09-09,2024-05-06,300.0,Feminino,15,63
104438,93366560401,GUILHERME FRANCO QUEIROZ MORAES,1985-02-12,CLIENTE ATIVO,,34505860,MORRO SAO FRANCISCO,SABARA,MG,,30965635450,guilherme_104438@sgasoft.com.br,2005-09-10,2024-08-03,700.0,Masculino,95,39
104441,81936288290,VANESSA CUNHA MENDES SANTOS,2058-08-08,CLIENTE ATIVO,CASADO,31980000,SAO GABRIEL,BELO HORIZONTE,MG,,38997209228,vanessa_104441@sgasoft.com.br,2005-09-13,2024-08-31,900.0,Feminino,41,66
104447,27999684732,MATHEUS SANTANA BONFIM OLIVEIRA,1976-08-07,CLIENTE ATIVO,,33900210,SANTA FE (JUSTINOPOL,RIBEIRAO DAS NEVES,MG,9199998899,34999350564,matheus_104447@sgasoft.com.br,2005-09-14,2024-11-30,0.0,Masculino,97,48
104448,22926323301,GUSTAVO HORTA MENEZES CAMPOS,2055-05-25,CLIENTE ATIVO,,34515470,VILA SANTO ANTONIO D,SABARA,MG,,33995453409,gustavo_104448@sgasoft.com.br,2005-09-14,2024-10-02,600.0,Masculino,138,69
104452,59824351710,MARIA PECANHA NOGUEIRA MENDES,2073-05-03,CLIENTE ATIVO,,34515650,MORADA DA SERRA,SABARA,MG,,31993573533,maria_104452@sgasoft.com.br,2005-09-16,2024-06-04,300.0,Feminino,52,51
104453,53851090373,RICARDO PINHEIRO MARQUES CORREIA,2064-03-20,CLIENTE ATIVO,,34505590,CENTRO,SABARA,MG,8186711929,30990544930,ricardo_104453@sgasoft.com.br,2005-09-17,2024-11-14,0.0,Masculino,168,60
104454,68888820981,REBECA RAMOS ANDRADE SANTOS,1984-10-24,CLIENTE ATIVO,,34515734,ALTO DO FIDALGO,SABARA,MG,8186787788,30997029222,rebeca_104454@sgasoft.com.br,2005-09-17,2024-07-24,900.0,Feminino,8,40
104457,81860028713,CAUA SAMPAIO MONTEIRO SILVEIRA,2072-11-22,CLIENTE ATIVO,,30310000,SION,BELO HORIZONTE,MG,992620886,,caua_104457@sgasoft.com.br,2005-09-21,2024-09-10,600.0,Masculino,43,52
104466,24456510269,BERNARDO SA NOGUEIRA PECANHA,2049-12-19,CLIENTE ATIVO,,34515520,CAMPO S.ANTONIO,SABARA,MG,6169661166,,bernardo_104466@sgasoft.com.br,2005-09-27,2024-04-05,700.0,Masculino,112,75
104468,33401089439,LORENA CALDAS ARAUJO PINHEIRO,2039-03-07,CLIENTE ATIVO,,34505030,VILA MICHEL,SABARA,MG,0106721070,,lorena_104468@sgasoft.com.br,2005-09-28,2024-06-20,300.0,Feminino,30,0
104478,96372423332,BARBARA CORREIA XAVIER RODRIGUES,2060-10-24,CLIENTE SPC - ARQUIVO,,31980000,SAO GABRIEL,BELO HORIZONTE,MG,3136472989,33994237757,barbara_104478@sgasoft.com.br,2005-10-05,2024-02-01,1000.0,Feminino,79,64
104486,30398389110,LETICIA MORAES SILVEIRA NOGUEIRA,2062-12-08,CLIENTE ATIVO,,34505040,CENTRO,SABARA,MG,31988388997,39983338949,leticia_104486@sgasoft.com.br,2005-10-07,2024-08-29,900.0,Feminino,21,62
104489,53370597853,WANDERSON RIBEIRO SOUSA GONCALVES,2074-11-16,CLIENTE ATIVO,,34565030,ROSARIO,SABARA,MG,988313976,37995044934,wanderson_104489@sgasoft.com.br,2005-10-08,2024-09-19,0.0,Masculino,112,50
104491,65921412473,NATALIA TEIXEIRA ALBUQUERQUE LEAL,1976-07-26,CLIENTE ATIVO,OUTROS,34525650,ARRAIAL VELHO,SABARA,MG,,32997272545,natalia_104491@sgasoft.com.br,2005-10-08,2024-10-14,900.0,Feminino,18,48
104497,01984819933,FERNANDO OLIVEIRA CARVALHO LIMA,2064-06-24,CLIENTE ATIVO,,34525050,CENTRO,SABARA,MG,,39975995999,fernando_104497@sgasoft.com.br,2005-10-11,2024-04-29,600.0,Masculino,67,60
104501,28992856377,LETICIA ABREU VIEIRA DINIZ,1980-01-02,CLIENTE ATIVO,,34525250,CORREGO DA ILHA,SABARA,MG,9196797297,36953539240,leticia_104501@sgasoft.com.br,2005-10-14,2024-04-01,350.0,Feminino,42,45
104504,41873054165,ISABELLA ALBUQUERQUE COELHO BRAGA,1996-05-25,CLIENTE INTERNO,SOLTEIRO,34500600,CENTRO,SABARA,MG,8186717688,34999470503,isabella_104504@sgasoft.com.br,2005-10-15,2024-08-20,300.0,Feminino,3,28
104505,55800784710,JULIA SILVA FERREIRA FRANCO,1984-09-23,CLIENTE ATIVO,,34515710,MORADA DA SERRA,SABARA,MG,8186772679,34989070477,julia_104505@sgasoft.com.br,2005-10-15,2024-07-27,600.0,Feminino,86,40
104528,97375585962,RAFAELA FERNANDES CAMPOS CORREIA,1979-01-12,CLIENTE ATIVO,,34505670,ALTO CABRAL,SABARA,MG,3136771955,35995495757,rafaela_104528@sgasoft.com.br,2005-10-29,2024-11-13,0.0,Feminino,340,46
104531,10356884767,RAFAEL MARTINS DANTAS PIRES,2058-12-04,CLIENTE ATIVO,,30230000,NOSSA SENHORA DE FAT,BELO HORIZONTE,MG,3136768683,34997755409,rafael_104531@sgasoft.com.br,2005-11-05,2024-10-03,300.0,Masculino,43,66
104533,28300253939,BEATRIZ ARAUJO ALVES HORTA,1984-04-16,CLIENTE ATIVO,CASADO,34505090,CAIEIRA,SABARA,MG,,33973203435,beatriz_104533@sgasoft.com.br,2005-11-05,2024-08-10,800.0,Feminino,72,40
104535,37365711191,RAFAEL QUEIROZ ARAUJO FOGACA,1987-12-22,CLIENTE ATIVO,,34515490,CAMPO STO ANTONIO,SABARA,MG,3136712166,31911737355,rafael_104535@sgasoft.com.br,2005-11-08,2024-10-05,0.0,Masculino,135,37
104536,41382551762,TATIANA TEIXEIRA RODRIGUES SA,2070-11-30,CLIENTE ATIVO,,34500000,ADELMOLANDIA,SABARA,MG,3136713213,31997957400,tatiana_104536@sgasoft.com.br,2005-11-08,2024-10-08,800.0,Feminino,61,54
104541,73227218615,OLIVIA FERREIRA LEAL DINIZ,2071-03-23,CLIENTE ATIVO,,34500000,POMPEU,SABARA,MG,,38995957287,olivia_104541@sgasoft.com.br,2005-11-09,2024-07-06,500.0,Feminino,40,53
104542,77254957206,RAUL ALBUQUERQUE MARTINS RIBEIRO,1981-12-30,CLIENTE ATIVO,,34525400,FOGO APAGOU,SABARA,MG,2126749947,37959949074,raul_104542@sgasoft.com.br,2005-11-10,2024-02-03,500.0,Masculino,40,43
104543,02987081596,JESSICA FERNANDES ALMEIDA FERREIRA,2062-05-29,CLIENTE ATIVO,,34515550,PADRE CHIQUINHO,SABARA,MG,,31991907375,jessica_104543@sgasoft.com.br,2005-11-10,2024-09-02,600.0,Feminino,83,62
104545,10831440732,WANDERSON HORTA SOUSA CASTRO,2067-01-23,CLIENTE ATIVO,,34505620,CENTRO,SABARA,MG,8186712688,30947044074,wanderson_104545@sgasoft.com.br,2005-11-11,2024-04-29,0.0,Masculino,47,58
104547,39895918941,LETICIA SOUZA BRAGA PINTO,1977-04-08,CLIENTE ATIVO,,34545790,ROCAS GRANDE,SABARA,MG,997982511,38997935588,leticia_104547@sgasoft.com.br,2005-11-14,2024-11-27,600.0,Feminino,60,47
104549,48840487174,ISABELA ALBUQUERQUE ELIAS VIEIRA,2073-08-02,CLIENTE ATIVO,,34525485,ADELMOLANDIA,SABARA,MG,,37989747777,isabela_104549@sgasoft.com.br,2005-11-14,2024-05-29,600.0,Feminino,87,51
104556,88839613315,ELOA BORGES TEIXEIRA FONSECA,1986-07-11,CARTA SPC,,34565502,SOBRADINHO,SABARA,MG,99928798,33999593753,eloa_104556@sgasoft.com.br,2005-11-19,2024-10-23,500.0,Feminino,63,38
104562,24792019885,ALEXANDRE OLIVEIRA FERNANDES QUEIROZ,2071-06-26,CLIENTE ATIVO,,34505868,MORRO SAO FRANCISCO,SABARA,MG,,39999499909,alexandre_104562@sgasoft.com.br,2005-11-22,2024-02-23,300.0,Masculino,43,53
104569,64782255004,DAVI COSTA JESUS MARTINS,1983-07-06,CLIENTE S/C,,34545220,ROCAS GRANDES,SABARA,MG,97818772,,davi_104569@sgasoft.com.br,2005-11-29,2024-02-16,100.0,Masculino,7,41
104578,42385613255,LETICIA MENEZES PEREIRA SA,1987-08-19,CLIENTE ATIVO,,34525570,FOGO APAGOU,SABARA,MG,3136672619,33996760343,leticia_104578@sgasoft.com.br,2005-12-05,2024-09-28,0.0,Feminino,134,37
104588,05256057200,LARISSA LIMA CUNHA GOMES,1981-06-14,CLIENTE ATIVO,,34515300,NOSSA SENHORA DO E,SABARA,MG,,,larissa_104588@sgasoft.com.br,2005-12-07,2024-09-14,900.0,Feminino,63,43
104593,37292714234,CLARISSA PINHEIRO XAVIER DUARTE,1986-07-11,CLIENTE S/C,,34550000,CORREGO DA ILHA,SABARA,MG,2126712172,,clarissa_104593@sgasoft.com.br,2005-12-09,2024-08-24,300.0,Feminino,22,38
104597,02714973604,VINICIUS ALBUQUERQUE VARGAS ANDRADE,2046-02-03,CLIENTE ATIVO,OUTROS,34500000,CABRAL,SABARA,MG,7176711771,,vinicius_104597@sgasoft.com.br,2005-12-09,2024-05-23,600.0,Masculino,26,79
104617,28656752545,BARBARA CARDOSO SANTIAGO CASTRO,2073-11-06,CLIENTE ATIVO,,34515690,MORADA DA SERRA,SABARA,MG,6166766278,32973297277,barbara_104617@sgasoft.com.br,2005-12-15,2024-09-13,700.0,Feminino,65,51
104621,55664789999,EDUARDO FRANCO MARQUES BRAGA,1986-02-17,CLIENTE ATIVO,,34535100,PACIENCIA,SABARA,MG,6166766466,39987980399,eduardo_104621@sgasoft.com.br,2005-12-17,2024-11-28,700.0,Masculino,133,38
104624,25204678000,JACKSON PEREIRA DIAS ALBUQUERQUE,1986-04-05,CLIENTE ATIVO,,34505270,CORREGO DA ILHA,SABARA,MG,2126712446,,jackson_104624@sgasoft.com.br,2005-12-17,2024-07-30,300.0,Masculino,17,38
104628,42112616498,BARBARA FOGACA MENEZES GONCALVES,2060-05-01,CLIENTE ATIVO,,34515050,VILA SANTA CRUZ,SABARA,MG,,36996496054,barbara_104628@sgasoft.com.br,2005-12-17,2024-04-26,300.0,Feminino,22,64
104635,92102842592,CECILIA XAVIER SIQUEIRA FERREIRA,2072-07-12,CLIENTE ATIVO,,34515480,CAMPO SANTO ANTONIO,SABARA,MG,1116718619,32994735222,cecilia_104635@sgasoft.com.br,2005-12-20,2024-07-09,600.0,Feminino,50,52
104636,96139581184,RICARDO ELIAS CAMPOS ANDRADE,1983-09-02,CLIENTE ATIVO,,34515390,ESPLANADA,SABARA,MG,,31987811931,ricardo_104636@sgasoft.com.br,2005-12-20,2024-11-18,1000.0,Masculino,43,41
104640,24147519598,DANIEL DINIZ GONCALVES FERREIRA,1982-10-24,CLIENTE ATIVO,,34535100,PACIENCIA,SABARA,MG,996516887,995095995,daniel_104640@sgasoft.com.br,2005-12-21,2024-09-24,0.0,Masculino,108,42
104641,28165258133,ALICE CUNHA ABREU ALMEIDA,1979-03-22,CLIENTE ATIVO,,34515410,CAMPO SANTO ANTONIO,SABARA,MG,96111152,,alice_104641@sgasoft.com.br,2005-12-21,2024-11-14,0.0,Feminino,256,45
104642,32192987706,STELLA BARROS BONFIM JESUS,2057-04-30,CLIENTE ATIVO,,34515530,CAMP. STO ANTONIO,SABARA,MG,1116797929,,stella_104642@sgasoft.com.br,2005-12-22,2024-07-03,400.0,Feminino,54,67
104643,37029717341,LUCCA FREITAS CORREIA SANTOS,2066-07-15,CLIENTE ATIVO,,33110000,CONJUNTO CRISTINA (S,SANTA LUZIA,MG,7176722897,37997007437,lucca_104643@sgasoft.com.br,2005-12-22,2024-11-05,600.0,Masculino,83,58
104644,41046456997,NICOLE MENDES BARBOSA SANTANA,1988-08-24,LIGA€AO TELEFONICA,,32042020,SAO GONCALO,CONTAGEM,MG,4146712944,36995044933,nicole_104644@sgasoft.com.br,2005-12-23,2024-04-24,0.0,Feminino,79,36
104651,56658841543,ENZO RAMOS SARAIVA BARROS,2071-10-07,CLIENTE ATIVO,,34505220,VILA ESPERANCA,SABARA,MG,,31944444749,enzo_104651@sgasoft.com.br,2005-12-23,2024-08-31,800.0,Masculino,50,53
104677,92039744665,CAROLINA SAMPAIO SILVEIRA BRAGA,2064-05-05,CLIENTE ATIVO,,30550000,SALGADO FILHO,BELO HORIZONTE,MG,,34973447047,carolina_104677@sgasoft.com.br,2005-12-31,2024-06-10,800.0,Feminino,59,60
104693,81963685180,EDUARDO MARTINS CUNHA ALMEIDA,2074-03-20,CLIENTE ATIVO,,34515570,PADRE CHIQUINHO,SABARA,MG,9196769661,30639588,eduardo_104693@sgasoft.com.br,2006-01-10,2024-10-25,250.0,Masculino,65,50
104699,27835081768,LEONARDO CALDAS SILVA PEREIRA,1984-01-30,CLIENTE INTERNO,SOLTEIRO,34500000,CAIEIRA,SABARA,MG,8186713035,31985150535,leonardo_104699@sgasoft.com.br,2006-01-13,2024-10-18,0.0,Masculino,258,41
104700,21852721367,BEATRIZ FOGACA RODRIGUES ALBUQUERQUE,1980-07-17,CLIENTE ATIVO,,34515260,ROSARIO,SABARA,MG,96188797,,beatriz_104700@sgasoft.com.br,2006-01-14,2024-05-14,300.0,Feminino,118,44
104702,30816289549,VINICIUS ARAUJO CORREIA BORGES,2065-11-10,CLIENTE ATIVO,,34515400,ESPLANADA,SABARA,MG,8186716817,39987338299,vinicius_104702@sgasoft.com.br,2006-01-17,2024-11-26,0.0,Masculino,62,59
104703,36464116940,JESSICA MARTINS CASTRO SIQUEIRA,2067-03-22,CLIENTE ATIVO,,34525570,CORREGO DA ILHA,SABARA,MG,6166767829,36969660730,jessica_104703@sgasoft.com.br,2006-01-17,2024-09-23,800.0,Feminino,95,57
104705,55429685119,GUILHERME XAVIER ABREU LOPES,2062-05-13,CLIENTE ATIVO,,34505680,ALTO CABRAL,SABARA,MG,2126726699,35984779599,guilherme_104705@sgasoft.com.br,2006-01-18,2024-10-01,300.0,Masculino,49,62
104708,68300883991,BEATRIZ HORTA QUEIROZ FRANCO,1976-03-01,CLIENTE ATIVO,CASADO,30110000,CENTRO,BELO HORIZONTE,MG,,33998883399,beatriz_104708@sgasoft.com.br,2006-01-20,2024-07-12,0.0,Feminino,94,48
104709,72327612527,CAMILA CAMPOS SAMPAIO NASCIMENTO,1977-05-21,CLIENTE ATIVO,,34535100,PACIENCIA,SABARA,MG,,32992256792,camila_104709@sgasoft.com.br,2006-01-21,2024-11-07,0.0,Feminino,160,47
104712,95318811388,MARCELO ABREU MOURA MORAES,1985-03-18,CLIENTE ATIVO,,34535130,AGUA FERREA,SABARA,MG,,31991113111,marcelo_104712@sgasoft.com.br,2006-01-25,2024-10-24,450.0,Masculino,71,39
104723,53306984809,GUILHERME PINTO CAMPOS GOMES,2053-11-22,CLIENTE ATIVO,,03450000,ROSARIO II,SABARA,MG,,34987799889,guilherme_104723@sgasoft.com.br,2006-02-02,2024-11-14,0.0,Masculino,110,71
104724,67233623490,MARIANE CASTRO PEIXOTO BONFIM,1977-08-10,CLIENTE ATIVO,OUTROS,34515410,CANPO SANTO ANTONIO,SABARA,MG,9926397379,33993049747,mariane_104724@sgasoft.com.br,2006-02-02,2024-11-18,400.0,Feminino,20,47
104727,80215922220,ALICE TEIXEIRA SARAIVA MELO,2065-03-26,CLIENTE ATIVO,,34505703,ALTO CABRAL,SABARA,MG,,32992953294,alice_104727@sgasoft.com.br,2006-02-03,2024-03-21,600.0,Feminino,127,59
104729,90854056459,CLARISSA GONCALVES MELO SOUSA,1977-07-13,CLIENTE S/C,,33900210,SANTA FE (JUSTINOPOL,RIBEIRAO DAS NEVES,MG,71184486,36957440499,clarissa_104729@sgasoft.com.br,2006-02-04,2024-03-23,250.0,Feminino,46,47
104743,80723428867,GABRIEL FERNANDES LIMA VARGAS,1981-11-19,CLIENTE S/C,,34505010,FRANCISCO DE MOURA,SABARA,MG,7176711272,,gabriel_104743@sgasoft.com.br,2006-02-18,2024-02-21,300.0,Masculino,10,43
104746,93715626500,LORENA HORTA TEIXEIRA MENEZES,2061-05-17,CLIENTE ATIVO,,34515470,VILA SANTO ANTONIO D,SABARA,MG,7176711756,36997246596,lorena_104746@sgasoft.com.br,2006-02-21,2024-10-07,650.0,Feminino,66,63
104750,20613554981,CAUA ALMEIDA MOURA NASCIMENTO,2065-06-26,CLIENTE ATIVO,,34515000,C SANTO ANTONIO,SABARA,MG,66711989,34994335953,caua_104750@sgasoft.com.br,2006-02-22,2024-08-20,0.0,Masculino,87,59
104764,20131050532,RODRIGO SANTANA ARAUJO CASTRO,1982-11-08,CLIENTE ATIVO,,34535100,PACIENCIA,SABARA,MG,1116711093,30995005000,rodrigo_104764@sgasoft.com.br,2006-03-04,2024-10-07,300.0,Masculino,20,42
104776,92057953645,VITOR XAVIER OLIVEIRA SIQUEIRA,1979-12-18,CLIENTE ATIVO,,34585640,VILA MARZAGAO,SABARA,MG,987787991,33993577997,vitor_104776@sgasoft.com.br,2006-03-17,2024-10-07,600.0,Masculino,78,45
104789,96492199863,OTAVIO MENDES CUNHA DINIZ,2059-10-13,CLIENTE ATIVO,OUTROS,34535100,PACIENCIA,SABARA,MG,9196712167,39997745097,otavio_104789@sgasoft.com.br,2006-03-24,2024-08-19,0.0,Masculino,90,65
104801,78427092970,DAVI VIEIRA ALBUQUERQUE JESUS,1987-07-13,CLIENTE ATIVO,,32042020,SAO GONCALO,CONTAGEM,MG,99621107,32992992207,davi_104801@sgasoft.com.br,2006-04-06,2024-11-07,800.0,Masculino,46,37
104802,73455721532,MARCELO MARTINS TEIXEIRA PECANHA,2049-07-03,CLIENTE ATIVO,,34505010,CENTRO,SABARA,MG,5156711752,,marcelo_104802@sgasoft.com.br,2006-04-07,2024-08-31,300.0,Masculino,53,75
104810,27361696384,RAFAEL DINIZ GOMES MONTEIRO,2074-11-04,CLIENTE ATIVO,,34525080,FRANCISCO DE MOURA,SABARA,MG,87686617,36997490667,rafael_104810@sgasoft.com.br,2006-04-13,2024-08-14,400.0,Masculino,72,50
104812,73863228103,DIEGO VIEIRA DINIZ CASTRO,1986-02-06,CLIENTE ATIVO,,00034500,CAMPO STO ANTONIO,SABARA,MG,,38997244092,diego_104812@sgasoft.com.br,2006-04-15,2024-11-25,350.0,Masculino,37,39
104816,00871165457,LORENZO BARROS ARAUJO FERNANDES,2070-03-17,CLIENTE ATIVO,,34545750,ROCAS GRANDES,SABARA,MG,8189772171,35997545544,lorenzo_104816@sgasoft.com.br,2006-04-18,2024-11-25,0.0,Masculino,232,54
104820,27880193863,LUCAS PIRES SANTIAGO FOGACA,2074-01-05,CLIENTE ATIVO,,41120000,PERNAMBUES,SALVADOR,BA,,33999993333,lucas_104820@sgasoft.com.br,2006-04-20,2024-10-19,600.0,Masculino,73,51
104825,59715860842,LAURA FONSECA MONTEIRO ABREU,1981-12-03,CLIENTE ATIVO,,34525600,ADELMOLANDIA,SABARA,MG,,30997550600,laura_104825@sgasoft.com.br,2006-04-22,2024-08-19,900.0,Feminino,141,43
104834,08759465182,DIEGO SIQUEIRA LOPES LEAL,2065-04-18,CLIENTE ATIVO,,34505250,CENTRO,SABARA,MG,7176712469,35969443965,diego_104834@sgasoft.com.br,2006-04-26,2024-11-23,1000.0,Masculino,179,59
104838,35768402578,LORENA CALDAS CAMPOS DINIZ,1976-04-02,CLIENTE ATIVO,,34515480,CAMPO STO ANTONIO,SABARA,MG,998767776,34703704,lorena_104838@sgasoft.com.br,2006-04-27,2024-11-11,0.0,Feminino,71,48
104841,03141232105,BRUNO BONFIM MOREIRA SOUSA,2061-11-19,CLIENTE ATIVO,,34505868,MORRO SAO FRANCISCO,SABARA,MG,92896129,32997332325,bruno_104841@sgasoft.com.br,2006-05-04,2024-05-08,900.0,Masculino,37,63
104852,61149305681,ELISA BRAGA FERNANDES LEAL,1988-05-13,CLIENTE ATIVO,,34535100,PACIENCIA,SABARA,MG,1116712973,,elisa_104852@sgasoft.com.br,2006-05-09,2024-06-08,250.0,Feminino,8,36
104863,38037478211,DANIEL JESUS FRANCO SILVA,1982-03-16,CLIENTE S/C,,34515520,CAMPO SANTO ANTONIO,SABARA,MG,,,daniel_104863@sgasoft.com.br,2006-05-15,2024-03-02,200.0,Masculino,21,42
104876,78445101960,BIANCA MARQUES SILVEIRA VARGAS,1983-03-22,CLIENTE ATIVO,,34505170,VILA ESPERANCA,SABARA,MG,4146714181,31995557511,bianca_104876@sgasoft.com.br,2006-05-27,2024-07-27,300.0,Feminino,58,41
104880,96453138301,PATRICIA ALBUQUERQUE MORAES VARGAS,1988-08-15,CLIENTE ATIVO,,33900210,SANTA FE (JUSTINOPOL,RIBEIRAO DAS NEVES,MG,3136738988,38993355739,patricia_104880@sgasoft.com.br,2006-06-03,2024-10-09,0.0,Feminino,116,36
104890,59324472224,BEATRIZ MOREIRA VARGAS CAVALCANTI,1987-06-19,CLIENTE ATIVO,,34515720,MORADA DA SERRA,SABARA,MG,3136721399,32995443273,beatriz_104890@sgasoft.com.br,2006-06-08,2024-11-29,800.0,Feminino,122,37
104899,80778646866,GUILHERME SOUZA CALDAS MONTEIRO,1988-06-27,CLIENTE SPC - ARQUIVO,,34505150,VILA ESPERANCA,SABARA,MG,,36973655664,guilherme_104899@sgasoft.com.br,2006-06-12,2024-06-12,0.0,Masculino,57,36
104900,95796475347,RAUL MOURA SOUSA OLIVEIRA,1981-09-25,CLIENTE SPC - ARQUIVO,,34515010,VILA MICHEL,SABARA,MG,,979450057,raul_104900@sgasoft.com.br,2006-06-12,2024-07-26,400.0,Masculino,11,43
104914,75675747729,AMANDA JESUS GOMES SANTIAGO,1984-10-16,CLIENTE ATIVO,,34505550,TERRA SANTA,SABARA,MG,6166777972,37947043507,amanda_104914@sgasoft.com.br,2006-06-17,2024-08-12,900.0,Feminino,90,40
104915,80602476380,CARLOS FERREIRA CALDAS LOPES,1981-05-05,CLIENTE ATIVO,,34515690,CONJUNTO MORADA DA S,SABARA,MG,6166746194,36975404976,carlos_104915@sgasoft.com.br,2006-06-19,2024-04-15,300.0,Masculino,33,43
104917,98656945572,CLARA VARGAS LISBOA PECANHA,1986-01-05,CLIENTE ATIVO,CASADO,34525250,VILA SANTA CRUZ,SABARA,MG,6166761668,,clara_104917@sgasoft.com.br,2006-06-21,2024-03-26,300.0,Feminino,59,39
104922,11056640820,CLARA SOUSA ABREU CORREIA,2060-10-26,CLIENTE ATIVO,,31980000,SAO GABRIEL,BELO HORIZONTE,MG,86861616,,clara_104922@sgasoft.com.br,2006-07-01,2024-06-01,300.0,Feminino,107,64
104927,43082317871,FERNANDA ALMEIDA DANTAS SILVA,2059-09-19,CLIENTE ATIVO,,33840000,ROSANEVES,RIBEIRAO DAS NEVES,MG,3132683288,37997007227,fernanda_104927@sgasoft.com.br,2006-07-06,2024-07-30,0.0,Feminino,164,65
104928,47019146490,GISELE ARAUJO ELIAS CORREIA,1983-11-14,CLIENTE ATIVO,,34535040,PACIENCIA,SABARA,MG,1116716769,36994474363,gisele_104928@sgasoft.com.br,2006-07-06,2024-10-05,600.0,Feminino,128,41
104930,56063515607,PEDRO MELO MENDES XAVIER,1985-07-01,CLIENTE S/C,,34525570,ADELMOLANDIA,SABARA,MG,5156715227,,pedro_104930@sgasoft.com.br,2006-07-07,2024-05-31,500.0,Masculino,14,39
104932,74027084705,HELENA. ANDRADE SANTOS CARDOSO,1988-10-07,CLIENTE ATIVO,,34515742,ALTO FIDALGO,SABARA,MG,0106727812,34994050890,helena._104932@sgasoft.com.br,2006-07-08,2024-11-12,500.0,Feminino,19,36
104942,37998418737,MARIANA MIRANDA DINIZ LOPES,2068-02-14,CARTA SPC,,33840000,ROSANEVES,RIBEIRAO DAS NEVES,MG,94987991,,mariana_104942@sgasoft.com.br,2006-07-10,2024-08-27,300.0,Feminino,31,56
104945,40388112042,MARCELO PEIXOTO ROCHA BORGES,2062-12-26,CLIENTE ATIVO,,30850000,DOM BOSCO,BELO HORIZONTE,MG,3136786688,32993445022,marcelo_104945@sgasoft.com.br,2006-07-12,2024-11-18,350.0,Masculino,100,62
104948,63369311887,OTAVIO LISBOA FERREIRA SOUSA,2074-09-08,CLIENTE ATIVO,,34580080,GENERAL CARNEIRO,SABARA,MG,3136713179,31997975544,otavio_104948@sgasoft.com.br,2006-07-13,2024-09-11,680.0,Masculino,80,50
104951,86340519601,OTAVIO MORAES ROCHA SIQUEIRA,1985-05-31,CLIENTE ATIVO,,03451548,CAMPO SANTO ANTONIO,SABARA,MG,,39973574997,otavio_104951@sgasoft.com.br,2006-07-15,2024-07-26,300.0,Masculino,89,39
104960,35394224048,MIGUEL BARROS FRANCO SA,2046-04-29,CLIENTE ATIVO,,34590000,NACOES UNIDAS,SABARA,MG,996397312,34997242404,miguel_104960@sgasoft.com.br,2006-07-22,2024-10-31,800.0,Masculino,96,78
104965,67220981929,MARIA SANTOS PECANHA SAMPAIO,2062-03-03,CLIENTE ATIVO,,34580110,ITACOLOMI,SABARA,MG,,31981190999,maria_104965@sgasoft.com.br,2006-07-29,2024-11-13,700.0,Feminino,157,62
104966,71257620509,GISELE SANTIAGO TEIXEIRA CAMPOS,2066-11-01,CLIENTE ATIVO,,34500000,SOBRADINHO,SABARA,MG,,30999753905,gisele_104966@sgasoft.com.br,2006-07-31,2024-08-30,500.0,Feminino,33,58
104971,11655352202,RAUL FONSECA BORGES CASTRO,1990-11-10,CLIENTE ATIVO,,34515420,ESPLANADA,SABARA,MG,3,32994457372,raul_104971@sgasoft.com.br,2006-08-05,2024-08-03,0.0,Masculino,64,34
104975,39664290637,JOAO CALDAS MORAES CAVALCANTI,2067-05-14,CLIENTE ATIVO,,30670000,CASTANHEIRA II VALE,BELO HORIZONTE,MG,,30995442257,joao_104975@sgasoft.com.br,2006-08-05,2024-11-09,500.0,Masculino,122,57
104978,52645498426,CAUA RIBEIRO FREITAS PEIXOTO,1981-06-19,CLIENTE S/C,,34525250,CORREGO DA ILHA,SABARA,MG,,38995534398,caua_104978@sgasoft.com.br,2006-08-08,2024-09-19,0.0,Masculino,16,43
104981,75626796223,OLIVIA RAMOS FONSECA LISBOA,1983-02-03,CLIENTE SPC - ARQUIVO,,34515730,ALTO DO FIDALGO,SABARA,MG,,36997373796,olivia_104981@sgasoft.com.br,2006-08-09,2024-07-05,700.0,Feminino,65,42
104983,83680155450,BERNARDO LIMA SARAIVA LOPES,1986-04-22,CLIENTE ATIVO,,34545750,ROCA GRANDE,SABARA,MG,92991718,,bernardo_104983@sgasoft.com.br,2006-08-10,2024-02-15,150.0,Masculino,16,38
104984,97607995021,LUIZA CASTRO CARVALHO TEIXEIRA,2018-03-16,CLIENTE ATIVO,DIVORCIADO,34505000,ADELMOLANDIA,SABARA,MG,96197119868,35999300739,luiza_104984@sgasoft.com.br,2006-08-10,2024-06-07,500.0,Feminino,38,6
104989,29543662908,LETICIA ALMEIDA SA CUNHA,2066-08-28,CLIENTE ATIVO,,34535232,SANTO ANTONIO (ROCA,SABARA,MG,3136712268,32996366697,leticia_104989@sgasoft.com.br,2006-08-12,2024-06-19,900.0,Feminino,50,58
